gl_entry_id,entry_date,gl_account_code,account_description,entry_type,debit_gbp,credit_gbp,policy_reference,period,posted_by,approved
GLE-0005506,2025-05-11,GL-4003,Commission Expense,Premium Receipt,2021.66,0.00,POL-0081757,2025-05,raj.patel,Y
GLE-0005507,2025-03-19,GL-4003,Commission Expense,Claims Payment,0.00,7303.95,POL-0094356,2025-03,raj.patel,Y
GLE-0005508,2025-04-09,GL-5002,Technology Costs,Write-off,47579.92,0.00,POL-0041709,2025-04,system_etl,Y
GLE-0005509,2025-04-13,GL-5001,Operating Costs,Claims Payment,26173.25,0.00,POL-0005428,2025-04,sophie.clarke,Y
GLE-0005510,2025-06-12,GL-4004,Reinsurance Recoveries,Write-off,36890.98,0.00,POL-0040720,2025-06,system_etl,N
GLE-0005511,2025-02-11,GL-6001,Regulatory Reserve,Commission,0.00,13530.37,POL-0122815,2025-02,system_etl,Y
GLE-0005512,2025-06-05,GL-4004,Reinsurance Recoveries,Claims Payment,11428.94,0.00,POL-0069176,2025-06,raj.patel,Y
GLE-0005513,2025-02-27,GL-4002,Claims Expense,Reinsurance,0.00,42922.61,POL-0026131,2025-02,sophie.clarke,Y
GLE-0005514,2025-05-01,GL-4001,Premium Income,Claims Payment,0.00,28764.83,POL-0036583,2025-05,sophie.clarke,Y
GLE-0005515,2025-01-21,GL-4001,Premium Income,Premium Receipt,0.00,1168.52,POL-0092415,2025-01,system_etl,Y
GLE-0005516,2025-01-28,GL-4004,Reinsurance Recoveries,Claims Payment,35890.11,0.00,POL-0059387,2025-01,sophie.clarke,Y
GLE-0005517,2025-05-22,GL-4003,Commission Expense,Commission,0.00,38565.55,POL-0105458,2025-05,raj.patel,Y
GLE-0005518,2025-03-27,GL-4004,Reinsurance Recoveries,Commission,40431.22,0.00,POL-0034405,2025-03,marcus.webb,Y
GLE-0005519,2025-02-27,GL-4003,Commission Expense,Write-off,44577.60,0.00,POL-0115750,2025-02,system_etl,Y
GLE-0005520,2025-06-29,GL-4002,Claims Expense,Write-off,0.00,45084.72,POL-0116689,2025-06,raj.patel,Y
GLE-0005521,2025-01-09,GL-4001,Premium Income,Write-off,19105.48,0.00,POL-0080089,2025-01,raj.patel,Y
GLE-0005522,2025-02-26,GL-4004,Reinsurance Recoveries,Commission,0.00,736.53,POL-0094549,2025-02,raj.patel,Y
GLE-0005523,2025-04-09,GL-4002,Claims Expense,Commission,46630.01,0.00,POL-0058472,2025-04,sophie.clarke,Y
GLE-0005524,2025-06-10,GL-5001,Operating Costs,Reinsurance,0.00,7236.07,POL-0038556,2025-06,raj.patel,Y
GLE-0005525,2025-01-06,GL-4002,Claims Expense,Premium Receipt,0.00,20976.62,POL-0073124,2025-01,marcus.webb,Y
GLE-0005526,2025-05-29,GL-5002,Technology Costs,Premium Receipt,0.00,16086.28,POL-0036834,2025-05,raj.patel,Y
GLE-0005527,2025-01-17,GL-6001,Regulatory Reserve,Commission,0.00,19286.73,POL-0007098,2025-01,system_etl,Y
GLE-0005528,2025-04-20,GL-6001,Regulatory Reserve,Reinsurance,37365.84,0.00,POL-0124043,2025-04,marcus.webb,Y
GLE-0005529,2025-02-13,GL-4002,Claims Expense,Write-off,0.00,11808.43,POL-0084686,2025-02,marcus.webb,Y
GLE-0005530,2025-06-14,GL-6001,Regulatory Reserve,Premium Receipt,0.00,28029.41,POL-0091805,2025-06,sophie.clarke,Y
GLE-0005531,2025-03-18,GL-5001,Operating Costs,Adjustment,0.00,6540.64,POL-0094116,2025-03,raj.patel,Y
GLE-0005532,2025-04-13,GL-4002,Claims Expense,Commission,0.00,30299.31,POL-0086987,2025-04,marcus.webb,Y
GLE-0005533,2025-03-11,GL-5002,Technology Costs,Premium Receipt,0.00,23379.48,POL-0101475,2025-03,system_etl,Y
GLE-0005534,2025-02-09,GL-4004,Reinsurance Recoveries,Claims Payment,22632.80,0.00,POL-0070042,2025-02,sophie.clarke,Y
GLE-0005535,2025-05-09,GL-4003,Commission Expense,Adjustment,24161.57,0.00,POL-0039726,2025-05,marcus.webb,Y
GLE-0005536,2025-03-15,GL-6001,Regulatory Reserve,Reinsurance,0.00,13443.69,POL-0025809,2025-03,sophie.clarke,Y
GLE-0005537,2025-01-14,GL-4003,Commission Expense,Premium Receipt,0.00,44793.89,POL-0107186,2025-01,marcus.webb,Y
GLE-0005538,2025-06-18,GL-4002,Claims Expense,Premium Receipt,30114.52,0.00,POL-0044506,2025-06,sophie.clarke,Y
GLE-0005539,2025-02-19,GL-4004,Reinsurance Recoveries,Commission,22017.16,0.00,POL-0064947,2025-02,raj.patel,Y
GLE-0005540,2025-01-14,GL-4002,Claims Expense,Reinsurance,0.00,32925.63,POL-0070554,2025-01,marcus.webb,Y
GLE-0005541,2025-03-14,GL-4002,Claims Expense,Premium Receipt,34450.94,0.00,POL-0021561,2025-03,system_etl,Y
GLE-0005542,2025-06-20,GL-4004,Reinsurance Recoveries,Premium Receipt,22434.85,0.00,POL-0032626,2025-06,system_etl,N
GLE-0005543,2025-02-26,GL-6001,Regulatory Reserve,Write-off,13659.28,0.00,POL-0063856,2025-02,raj.patel,Y
GLE-0005544,2025-03-09,GL-5002,Technology Costs,Adjustment,42821.13,0.00,POL-0035697,2025-03,system_etl,Y
GLE-0005545,2025-03-31,GL-4001,Premium Income,Write-off,45179.01,0.00,POL-0115285,2025-03,marcus.webb,Y
GLE-0005546,2025-01-13,GL-5002,Technology Costs,Commission,0.00,19130.31,POL-0010068,2025-01,system_etl,Y
GLE-0005547,2025-03-24,GL-4003,Commission Expense,Commission,0.00,22295.40,POL-0039549,2025-03,system_etl,Y
GLE-0005548,2025-03-23,GL-4003,Commission Expense,Premium Receipt,0.00,44978.85,POL-0081414,2025-03,system_etl,Y
GLE-0005549,2025-02-28,GL-4001,Premium Income,Commission,41547.33,0.00,POL-0101234,2025-02,system_etl,Y
GLE-0005550,2025-06-21,GL-4001,Premium Income,Reinsurance,39423.31,0.00,POL-0115355,2025-06,system_etl,Y
GLE-0005551,2025-01-05,GL-6001,Regulatory Reserve,Premium Receipt,0.00,16870.98,POL-0037182,2025-01,sophie.clarke,Y
GLE-0005552,2025-06-20,GL-4002,Claims Expense,Reinsurance,0.00,23489.83,POL-0083392,2025-06,system_etl,Y
GLE-0005553,2025-05-18,GL-4003,Commission Expense,Reinsurance,9288.95,0.00,POL-0110371,2025-05,raj.patel,Y
GLE-0005554,2025-02-22,GL-5002,Technology Costs,Adjustment,0.00,48277.66,POL-0046428,2025-02,system_etl,Y
GLE-0005555,2025-01-29,GL-6001,Regulatory Reserve,Reinsurance,0.00,29749.77,POL-0016448,2025-01,sophie.clarke,Y
GLE-0005556,2025-04-17,GL-5002,Technology Costs,Commission,0.00,1947.17,POL-0070213,2025-04,system_etl,Y
GLE-0005557,2025-03-12,GL-4001,Premium Income,Claims Payment,43023.67,0.00,POL-0014563,2025-03,system_etl,Y
GLE-0005558,2025-05-21,GL-4002,Claims Expense,Reinsurance,5028.87,0.00,POL-0062939,2025-05,sophie.clarke,Y
GLE-0005559,2025-05-03,GL-4002,Claims Expense,Adjustment,4769.74,0.00,POL-0051870,2025-05,system_etl,Y
GLE-0005560,2025-06-16,GL-4003,Commission Expense,Claims Payment,0.00,22824.59,POL-0030165,2025-06,sophie.clarke,N
GLE-0005561,2025-04-15,GL-4001,Premium Income,Commission,0.00,46859.63,POL-0043318,2025-04,raj.patel,Y
GLE-0005562,2025-02-05,GL-6001,Regulatory Reserve,Commission,41831.73,0.00,POL-0047142,2025-02,marcus.webb,N
GLE-0005563,2025-02-22,GL-4002,Claims Expense,Premium Receipt,41048.83,0.00,POL-0030503,2025-02,sophie.clarke,Y
GLE-0005564,2025-04-21,GL-5001,Operating Costs,Write-off,0.00,5765.52,POL-0021526,2025-04,system_etl,Y
GLE-0005565,2025-06-05,GL-4004,Reinsurance Recoveries,Claims Payment,49251.97,0.00,POL-0040007,2025-06,raj.patel,Y
GLE-0005566,2025-05-15,GL-5001,Operating Costs,Premium Receipt,9363.34,0.00,POL-0054615,2025-05,system_etl,Y
GLE-0005567,2025-01-17,GL-6001,Regulatory Reserve,Claims Payment,10525.34,0.00,POL-0041043,2025-01,marcus.webb,Y
GLE-0005568,2025-06-12,GL-4001,Premium Income,Premium Receipt,11166.70,0.00,POL-0084513,2025-06,system_etl,Y
GLE-0005569,2025-01-19,GL-4001,Premium Income,Commission,20764.80,0.00,POL-0072157,2025-01,marcus.webb,Y
GLE-0005570,2025-03-17,GL-4001,Premium Income,Premium Receipt,46857.90,0.00,POL-0070054,2025-03,system_etl,Y
GLE-0005571,2025-06-16,GL-4002,Claims Expense,Write-off,0.00,19974.35,POL-0061723,2025-06,sophie.clarke,Y
GLE-0005572,2025-04-09,GL-5002,Technology Costs,Write-off,0.00,2419.79,POL-0115262,2025-04,raj.patel,Y
GLE-0005573,2025-06-12,GL-4003,Commission Expense,Commission,35624.33,0.00,POL-0057229,2025-06,marcus.webb,Y
GLE-0005574,2025-03-03,GL-4001,Premium Income,Adjustment,13813.07,0.00,POL-0024391,2025-03,sophie.clarke,Y
GLE-0005575,2025-02-26,GL-5001,Operating Costs,Adjustment,11515.80,0.00,POL-0091968,2025-02,sophie.clarke,Y
GLE-0005576,2025-02-17,GL-4002,Claims Expense,Premium Receipt,44686.82,0.00,POL-0045657,2025-02,sophie.clarke,Y
GLE-0005577,2025-01-18,GL-6001,Regulatory Reserve,Reinsurance,0.00,18901.51,POL-0111180,2025-01,marcus.webb,Y
GLE-0005578,2025-05-22,GL-4004,Reinsurance Recoveries,Premium Receipt,23678.54,0.00,POL-0061414,2025-05,marcus.webb,Y
GLE-0005579,2025-03-21,GL-4001,Premium Income,Claims Payment,0.00,47244.82,POL-0070479,2025-03,sophie.clarke,Y
GLE-0005580,2025-04-04,GL-4004,Reinsurance Recoveries,Write-off,36046.26,0.00,POL-0037027,2025-04,raj.patel,Y
GLE-0005581,2025-06-17,GL-4004,Reinsurance Recoveries,Commission,32087.89,0.00,POL-0104809,2025-06,marcus.webb,N
GLE-0005582,2025-03-17,GL-4004,Reinsurance Recoveries,Claims Payment,2899.90,0.00,POL-0008194,2025-03,raj.patel,Y
GLE-0005583,2025-04-30,GL-6001,Regulatory Reserve,Adjustment,23199.51,0.00,POL-0065225,2025-04,raj.patel,Y
GLE-0005584,2025-05-13,GL-5001,Operating Costs,Adjustment,44669.77,0.00,POL-0093622,2025-05,raj.patel,Y
GLE-0005585,2025-01-11,GL-5001,Operating Costs,Commission,34139.83,0.00,POL-0085982,2025-01,sophie.clarke,Y
GLE-0005586,2025-04-16,GL-4001,Premium Income,Commission,0.00,42319.50,POL-0074249,2025-04,system_etl,Y
GLE-0005587,2025-05-17,GL-5002,Technology Costs,Reinsurance,15831.53,0.00,POL-0085318,2025-05,raj.patel,Y
GLE-0005588,2025-06-29,GL-5001,Operating Costs,Adjustment,0.00,29376.68,POL-0096450,2025-06,marcus.webb,Y
GLE-0005589,2025-03-13,GL-4002,Claims Expense,Premium Receipt,0.00,21312.40,POL-0001087,2025-03,raj.patel,Y
GLE-0005590,2025-04-28,GL-4003,Commission Expense,Write-off,0.00,29159.83,POL-0104630,2025-04,raj.patel,Y
GLE-0005591,2025-05-30,GL-4001,Premium Income,Write-off,26261.89,0.00,POL-0045105,2025-05,sophie.clarke,Y
GLE-0005592,2025-01-11,GL-5001,Operating Costs,Reinsurance,0.00,17673.90,POL-0024554,2025-01,system_etl,Y
GLE-0005593,2025-02-20,GL-5002,Technology Costs,Claims Payment,9811.57,0.00,POL-0110561,2025-02,raj.patel,Y
GLE-0005594,2025-01-27,GL-4004,Reinsurance Recoveries,Commission,25911.47,0.00,POL-0120003,2025-01,system_etl,Y
GLE-0005595,2025-01-10,GL-6001,Regulatory Reserve,Reinsurance,33139.82,0.00,POL-0052686,2025-01,marcus.webb,Y
GLE-0005596,2025-05-26,GL-4003,Commission Expense,Write-off,8328.73,0.00,POL-0087441,2025-05,sophie.clarke,Y
GLE-0005597,2025-04-07,GL-4003,Commission Expense,Reinsurance,0.00,37340.64,POL-0029513,2025-04,system_etl,Y
GLE-0005598,2025-03-11,GL-5001,Operating Costs,Write-off,0.00,38361.61,POL-0084745,2025-03,system_etl,Y
GLE-0005599,2025-05-22,GL-6001,Regulatory Reserve,Premium Receipt,0.00,16774.87,POL-0073209,2025-05,marcus.webb,Y
GLE-0005600,2025-06-28,GL-4001,Premium Income,Premium Receipt,0.00,40838.95,POL-0010570,2025-06,marcus.webb,Y
GLE-0005601,2025-01-11,GL-4003,Commission Expense,Reinsurance,35034.71,0.00,POL-0056236,2025-01,raj.patel,Y
GLE-0005602,2025-02-01,GL-4002,Claims Expense,Write-off,0.00,34867.76,POL-0124513,2025-02,sophie.clarke,Y
GLE-0005603,2025-03-16,GL-4003,Commission Expense,Premium Receipt,49141.51,0.00,POL-0038698,2025-03,raj.patel,Y
GLE-0005604,2025-05-29,GL-4002,Claims Expense,Commission,20304.14,0.00,POL-0017103,2025-05,system_etl,Y
GLE-0005605,2025-04-03,GL-4001,Premium Income,Claims Payment,34231.54,0.00,POL-0050921,2025-04,sophie.clarke,Y
GLE-0005606,2025-05-21,GL-4001,Premium Income,Claims Payment,0.00,28631.93,POL-0061376,2025-05,sophie.clarke,Y
GLE-0005607,2025-04-21,GL-4001,Premium Income,Commission,17562.70,0.00,POL-0072425,2025-04,marcus.webb,Y
GLE-0005608,2025-03-12,GL-4003,Commission Expense,Premium Receipt,0.00,10025.35,POL-0117691,2025-03,system_etl,Y
GLE-0005609,2025-01-15,GL-4003,Commission Expense,Premium Receipt,40581.14,0.00,POL-0075615,2025-01,sophie.clarke,Y
GLE-0005610,2025-05-03,GL-4002,Claims Expense,Premium Receipt,0.00,10319.29,POL-0041512,2025-05,marcus.webb,Y
GLE-0005611,2025-06-21,GL-4001,Premium Income,Claims Payment,0.00,26686.93,POL-0039184,2025-06,sophie.clarke,Y
GLE-0005612,2025-01-29,GL-5002,Technology Costs,Write-off,0.00,27021.09,POL-0066317,2025-01,marcus.webb,Y
GLE-0005613,2025-02-05,GL-5002,Technology Costs,Adjustment,4148.37,0.00,POL-0087875,2025-02,system_etl,Y
GLE-0005614,2025-05-08,GL-4002,Claims Expense,Reinsurance,20983.58,0.00,POL-0092815,2025-05,marcus.webb,Y
GLE-0005615,2025-05-25,GL-4001,Premium Income,Reinsurance,9240.29,0.00,POL-0056932,2025-05,raj.patel,Y
GLE-0005616,2025-04-15,GL-6001,Regulatory Reserve,Reinsurance,10244.55,0.00,POL-0063805,2025-04,marcus.webb,Y
GLE-0005617,2025-05-31,GL-5001,Operating Costs,Reinsurance,20306.17,0.00,POL-0049610,2025-05,sophie.clarke,Y
GLE-0005618,2025-04-19,GL-4001,Premium Income,Commission,0.00,45433.99,POL-0121860,2025-04,system_etl,Y
GLE-0005619,2025-05-23,GL-5002,Technology Costs,Premium Receipt,46824.93,0.00,POL-0107347,2025-05,system_etl,N
GLE-0005620,2025-06-21,GL-4001,Premium Income,Premium Receipt,32034.77,0.00,POL-0095593,2025-06,system_etl,Y
GLE-0005621,2025-06-23,GL-6001,Regulatory Reserve,Premium Receipt,22011.09,0.00,POL-0122630,2025-06,marcus.webb,Y
GLE-0005622,2025-06-08,GL-4003,Commission Expense,Claims Payment,25153.47,0.00,POL-0077419,2025-06,system_etl,Y
GLE-0005623,2025-02-24,GL-4001,Premium Income,Reinsurance,0.00,20473.04,POL-0082847,2025-02,marcus.webb,Y
GLE-0005624,2025-04-21,GL-6001,Regulatory Reserve,Adjustment,0.00,40496.47,POL-0045253,2025-04,system_etl,Y
GLE-0005625,2025-01-25,GL-4004,Reinsurance Recoveries,Premium Receipt,0.00,32661.31,POL-0033096,2025-01,marcus.webb,Y
GLE-0005626,2025-01-29,GL-4003,Commission Expense,Premium Receipt,0.00,3992.17,POL-0068726,2025-01,system_etl,Y
GLE-0005627,2025-04-01,GL-5002,Technology Costs,Commission,683.76,0.00,POL-0111861,2025-04,system_etl,Y
GLE-0005628,2025-05-02,GL-4003,Commission Expense,Write-off,0.00,49647.14,POL-0003763,2025-05,marcus.webb,Y
GLE-0005629,2025-01-29,GL-4003,Commission Expense,Write-off,0.00,6610.95,POL-0001228,2025-01,system_etl,Y
GLE-0005630,2025-03-01,GL-5002,Technology Costs,Write-off,0.00,13285.03,POL-0039466,2025-03,raj.patel,Y
GLE-0005631,2025-03-30,GL-6001,Regulatory Reserve,Adjustment,22682.01,0.00,POL-0022207,2025-03,raj.patel,Y
GLE-0005632,2025-04-18,GL-4002,Claims Expense,Claims Payment,0.00,49714.61,POL-0061423,2025-04,sophie.clarke,Y
GLE-0005633,2025-04-03,GL-6001,Regulatory Reserve,Commission,0.00,27340.14,POL-0111869,2025-04,sophie.clarke,Y
GLE-0005634,2025-01-07,GL-4001,Premium Income,Adjustment,0.00,37203.18,POL-0011034,2025-01,system_etl,Y
GLE-0005635,2025-06-20,GL-4002,Claims Expense,Write-off,47451.85,0.00,POL-0022169,2025-06,system_etl,Y
GLE-0005636,2025-02-11,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,45703.09,POL-0018125,2025-02,system_etl,Y
GLE-0005637,2025-05-17,GL-5002,Technology Costs,Premium Receipt,35522.15,0.00,POL-0082193,2025-05,system_etl,Y
GLE-0005638,2025-03-11,GL-4003,Commission Expense,Premium Receipt,46956.47,0.00,POL-0092484,2025-03,marcus.webb,Y
GLE-0005639,2025-06-16,GL-4001,Premium Income,Premium Receipt,12612.60,0.00,POL-0068799,2025-06,raj.patel,Y
GLE-0005640,2025-04-01,GL-6001,Regulatory Reserve,Claims Payment,47536.69,0.00,POL-0089394,2025-04,sophie.clarke,Y
GLE-0005641,2025-06-20,GL-6001,Regulatory Reserve,Reinsurance,0.00,32861.70,POL-0057724,2025-06,marcus.webb,Y
GLE-0005642,2025-03-08,GL-5002,Technology Costs,Premium Receipt,0.00,26036.02,POL-0006251,2025-03,marcus.webb,Y
GLE-0005643,2025-01-18,GL-6001,Regulatory Reserve,Adjustment,0.00,6383.48,POL-0071725,2025-01,system_etl,Y
GLE-0005644,2025-06-29,GL-4002,Claims Expense,Claims Payment,8817.40,0.00,POL-0051986,2025-06,marcus.webb,Y
GLE-0005645,2025-04-15,GL-4002,Claims Expense,Premium Receipt,0.00,19352.29,POL-0097111,2025-04,marcus.webb,Y
GLE-0005646,2025-02-03,GL-4004,Reinsurance Recoveries,Adjustment,23956.70,0.00,POL-0062206,2025-02,raj.patel,N
GLE-0005647,2025-05-18,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,23684.25,POL-0058813,2025-05,marcus.webb,Y
GLE-0005648,2025-05-26,GL-4003,Commission Expense,Premium Receipt,0.00,33082.28,POL-0109053,2025-05,system_etl,Y
GLE-0005649,2025-05-25,GL-6001,Regulatory Reserve,Claims Payment,0.00,37008.09,POL-0005165,2025-05,system_etl,Y
GLE-0005650,2025-06-07,GL-4004,Reinsurance Recoveries,Commission,0.00,36968.29,POL-0036057,2025-06,sophie.clarke,Y
GLE-0005651,2025-03-05,GL-4002,Claims Expense,Write-off,29634.28,0.00,POL-0067787,2025-03,raj.patel,Y
GLE-0005652,2025-02-23,GL-6001,Regulatory Reserve,Claims Payment,0.00,15403.25,POL-0066562,2025-02,marcus.webb,Y
GLE-0005653,2025-03-22,GL-6001,Regulatory Reserve,Adjustment,42778.20,0.00,POL-0003897,2025-03,raj.patel,Y
GLE-0005654,2025-03-03,GL-4004,Reinsurance Recoveries,Commission,16890.55,0.00,POL-0002314,2025-03,raj.patel,Y
GLE-0005655,2025-01-11,GL-4003,Commission Expense,Reinsurance,0.00,9522.35,POL-0040607,2025-01,raj.patel,Y
GLE-0005656,2025-03-31,GL-4003,Commission Expense,Write-off,24407.53,0.00,POL-0043477,2025-03,system_etl,Y
GLE-0005657,2025-06-09,GL-4004,Reinsurance Recoveries,Claims Payment,19722.64,0.00,POL-0053132,2025-06,marcus.webb,Y
GLE-0005658,2025-04-14,GL-6001,Regulatory Reserve,Write-off,18709.32,0.00,POL-0018240,2025-04,sophie.clarke,Y
GLE-0005659,2025-01-13,GL-4001,Premium Income,Write-off,0.00,30716.75,POL-0094830,2025-01,sophie.clarke,Y
GLE-0005660,2025-05-06,GL-5002,Technology Costs,Reinsurance,45925.69,0.00,POL-0023566,2025-05,raj.patel,Y
GLE-0005661,2025-06-27,GL-5002,Technology Costs,Claims Payment,19746.13,0.00,POL-0121861,2025-06,raj.patel,Y
GLE-0005662,2025-04-26,GL-5002,Technology Costs,Adjustment,0.00,23258.83,POL-0123244,2025-04,marcus.webb,Y
GLE-0005663,2025-05-03,GL-4002,Claims Expense,Adjustment,26159.03,0.00,POL-0018173,2025-05,system_etl,Y
GLE-0005664,2025-05-03,GL-4001,Premium Income,Reinsurance,49337.07,0.00,POL-0038509,2025-05,raj.patel,Y
GLE-0005665,2025-01-05,GL-4003,Commission Expense,Reinsurance,38387.70,0.00,POL-0018277,2025-01,sophie.clarke,Y
GLE-0005666,2025-01-22,GL-4002,Claims Expense,Reinsurance,0.00,38290.64,POL-0095512,2025-01,raj.patel,Y
GLE-0005667,2025-04-24,GL-4003,Commission Expense,Claims Payment,0.00,23072.16,POL-0106039,2025-04,raj.patel,Y
GLE-0005668,2025-01-29,GL-6001,Regulatory Reserve,Adjustment,19394.09,0.00,POL-0030979,2025-01,system_etl,Y
GLE-0005669,2025-04-14,GL-4001,Premium Income,Reinsurance,0.00,22495.35,POL-0044200,2025-04,raj.patel,Y
GLE-0005670,2025-06-24,GL-5002,Technology Costs,Reinsurance,38162.79,0.00,POL-0114129,2025-06,marcus.webb,Y
GLE-0005671,2025-05-01,GL-4004,Reinsurance Recoveries,Claims Payment,18315.70,0.00,POL-0041196,2025-05,raj.patel,Y
GLE-0005672,2025-04-20,GL-6001,Regulatory Reserve,Reinsurance,0.00,41285.60,POL-0005656,2025-04,system_etl,Y
GLE-0005673,2025-04-28,GL-5001,Operating Costs,Commission,18194.57,0.00,POL-0092822,2025-04,sophie.clarke,Y
GLE-0005674,2025-04-01,GL-4001,Premium Income,Write-off,0.00,25572.00,POL-0040356,2025-04,sophie.clarke,Y
GLE-0005675,2025-05-24,GL-5001,Operating Costs,Adjustment,0.00,32044.02,POL-0036395,2025-05,sophie.clarke,Y
GLE-0005676,2025-06-08,GL-6001,Regulatory Reserve,Premium Receipt,0.00,23396.38,POL-0096971,2025-06,sophie.clarke,Y
GLE-0005677,2025-01-23,GL-5002,Technology Costs,Adjustment,0.00,34598.32,POL-0045324,2025-01,sophie.clarke,Y
GLE-0005678,2025-06-09,GL-4001,Premium Income,Claims Payment,0.00,2981.73,POL-0122099,2025-06,raj.patel,Y
GLE-0005679,2025-03-23,GL-4001,Premium Income,Claims Payment,38693.89,0.00,POL-0052795,2025-03,raj.patel,Y
GLE-0005680,2025-02-05,GL-4001,Premium Income,Premium Receipt,0.00,27156.48,POL-0019916,2025-02,marcus.webb,Y
GLE-0005681,2025-05-23,GL-5001,Operating Costs,Adjustment,32705.95,0.00,POL-0045606,2025-05,raj.patel,Y
GLE-0005682,2025-05-16,GL-4003,Commission Expense,Premium Receipt,0.00,22108.45,POL-0037586,2025-05,marcus.webb,Y
GLE-0005683,2025-02-22,GL-4001,Premium Income,Reinsurance,0.00,27083.81,POL-0123718,2025-02,raj.patel,Y
GLE-0005684,2025-03-03,GL-4004,Reinsurance Recoveries,Premium Receipt,0.00,18860.57,POL-0001185,2025-03,sophie.clarke,Y
GLE-0005685,2025-05-06,GL-4003,Commission Expense,Claims Payment,8242.59,0.00,POL-0074437,2025-05,marcus.webb,Y
GLE-0005686,2025-04-22,GL-5002,Technology Costs,Premium Receipt,34250.13,0.00,POL-0072304,2025-04,sophie.clarke,Y
GLE-0005687,2025-06-14,GL-4002,Claims Expense,Adjustment,0.00,6194.14,POL-0114530,2025-06,marcus.webb,Y
GLE-0005688,2025-04-23,GL-4002,Claims Expense,Reinsurance,0.00,5560.70,POL-0107990,2025-04,system_etl,Y
GLE-0005689,2025-06-19,GL-4003,Commission Expense,Commission,9611.73,0.00,POL-0085017,2025-06,marcus.webb,Y
GLE-0005690,2025-01-20,GL-4004,Reinsurance Recoveries,Claims Payment,2695.17,0.00,POL-0092563,2025-01,sophie.clarke,Y
GLE-0005691,2025-03-23,GL-5001,Operating Costs,Adjustment,0.00,29608.87,POL-0071349,2025-03,raj.patel,Y
GLE-0005692,2025-03-12,GL-4001,Premium Income,Write-off,0.00,44184.89,POL-0023777,2025-03,system_etl,Y
GLE-0005693,2025-06-30,GL-5001,Operating Costs,Commission,0.00,35325.05,POL-0025712,2025-06,raj.patel,Y
GLE-0005694,2025-06-17,GL-4003,Commission Expense,Premium Receipt,23317.89,0.00,POL-0084423,2025-06,marcus.webb,Y
GLE-0005695,2025-02-07,GL-4004,Reinsurance Recoveries,Commission,981.09,0.00,POL-0049651,2025-02,system_etl,Y
GLE-0005696,2025-03-12,GL-6001,Regulatory Reserve,Adjustment,0.00,13855.28,POL-0007690,2025-03,system_etl,Y
GLE-0005697,2025-05-30,GL-4004,Reinsurance Recoveries,Premium Receipt,0.00,16666.62,POL-0034289,2025-05,raj.patel,N
GLE-0005698,2025-03-02,GL-4003,Commission Expense,Adjustment,29693.22,0.00,POL-0073716,2025-03,sophie.clarke,Y
GLE-0005699,2025-05-27,GL-5001,Operating Costs,Commission,0.00,21335.02,POL-0091345,2025-05,sophie.clarke,Y
GLE-0005700,2025-04-16,GL-5002,Technology Costs,Write-off,22130.16,0.00,POL-0093829,2025-04,marcus.webb,Y
GLE-0005701,2025-03-03,GL-4002,Claims Expense,Adjustment,11413.36,0.00,POL-0063365,2025-03,marcus.webb,Y
GLE-0005702,2025-02-05,GL-4004,Reinsurance Recoveries,Claims Payment,0.00,4614.43,POL-0022909,2025-02,system_etl,Y
GLE-0005703,2025-02-14,GL-4001,Premium Income,Commission,30575.23,0.00,POL-0038318,2025-02,sophie.clarke,Y
GLE-0005704,2025-03-10,GL-4004,Reinsurance Recoveries,Write-off,0.00,46567.13,POL-0067116,2025-03,raj.patel,Y
GLE-0005705,2025-01-11,GL-5001,Operating Costs,Reinsurance,0.00,3380.12,POL-0056329,2025-01,raj.patel,Y
GLE-0005706,2025-05-31,GL-4002,Claims Expense,Premium Receipt,0.00,38669.01,POL-0114897,2025-05,sophie.clarke,Y
GLE-0005707,2025-05-03,GL-4001,Premium Income,Reinsurance,0.00,21604.29,POL-0021897,2025-05,raj.patel,Y
GLE-0005708,2025-06-19,GL-6001,Regulatory Reserve,Commission,0.00,3984.03,POL-0123611,2025-06,sophie.clarke,Y
GLE-0005709,2025-06-03,GL-5001,Operating Costs,Adjustment,0.00,13934.18,POL-0115948,2025-06,system_etl,Y
GLE-0005710,2025-03-27,GL-4004,Reinsurance Recoveries,Commission,9166.13,0.00,POL-0100162,2025-03,marcus.webb,Y
GLE-0005711,2025-05-10,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,9941.46,POL-0082507,2025-05,raj.patel,Y
GLE-0005712,2025-03-30,GL-4003,Commission Expense,Reinsurance,20051.83,0.00,POL-0068590,2025-03,raj.patel,Y
GLE-0005713,2025-06-28,GL-6001,Regulatory Reserve,Commission,45041.64,0.00,POL-0124683,2025-06,raj.patel,Y
GLE-0005714,2025-06-24,GL-5001,Operating Costs,Write-off,6360.48,0.00,POL-0106765,2025-06,system_etl,Y
GLE-0005715,2025-05-30,GL-4004,Reinsurance Recoveries,Commission,40559.13,0.00,POL-0085113,2025-05,system_etl,Y
GLE-0005716,2025-06-26,GL-5001,Operating Costs,Claims Payment,32983.29,0.00,POL-0044158,2025-06,system_etl,Y
GLE-0005717,2025-01-08,GL-5001,Operating Costs,Reinsurance,11304.48,0.00,POL-0029734,2025-01,raj.patel,Y
